取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/02/22 22:05:05,-,23,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000597
2026/02/22 22:05:05,"1,570",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000597
2026/02/23 15:52:00,-,12,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000598
2026/02/23 15:52:00,"1,224",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000598
2026/02/25 07:25:54,-,14,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000600
2026/02/25 07:25:54,962,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000600
2026/02/25 17:12:27,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000599
2026/02/25 17:12:27,898,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000599
2026/02/26 11:13:58,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000602
2026/02/26 11:13:58,491,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000602
2026/02/26 13:18:22,-,9,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000603
2026/02/26 13:18:22,"1,839",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000603
2026/02/26 21:39:50,-,9,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000601
2026/02/26 21:39:50,"1,908",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000601
2026/03/01 14:23:30,-,4,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000611
2026/03/01 14:23:30,821,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000611
2026/03/01 18:39:26,-,2,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000612
2026/03/01 18:39:26,523,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000612
2026/03/03 13:55:10,-,4,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000614
2026/03/03 13:55:10,880,-,-,-,-,日本,支払い,ダイソー - 中央店,PayPay残高,-,本人,05012200000614
2026/03/03 15:11:17,-,8,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000613
2026/03/03 15:11:17,599,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000613
2026/03/04 11:17:39,-,10,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000615
2026/03/04 11:17:39,677,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000615
2026/03/05 16:00:11,-,2,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000616
2026/03/05 16:00:11,546,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000616
2026/03/06 11:54:40,-,14,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000617
2026/03/06 11:54:40,"2,992",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000617
2026/03/06 22:28:08,-,9,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000618
2026/03/06 22:28:08,"1,893",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000618
2026/03/08 11:54:48,-,7,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000619
2026/03/08 11:54:48,493,-,-,-,-,日本,支払い,マクドナルド 西口店,PayPayあと払い,-,本人,05012200000619
2026/03/08 19:16:34,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000605
2026/03/09 07:18:16,-,20,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000623
2026/03/09 07:18:16,"1,388",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000623
2026/03/09 07:57:15,-,44,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000620
2026/03/09 07:57:15,"4,478",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000620
2026/03/09 10:27:11,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000621
2026/03/09 10:27:11,515,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPayあと払い,-,本人,05012200000621
2026/03/09 12:02:12,"6,477",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000609
2026/03/09 18:45:48,-,3,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000622
2026/03/09 18:45:48,678,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000622
2026/03/11 22:21:22,-,8,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000624
2026/03/11 22:21:22,879,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000624
2026/03/12 17:42:02,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000606
2026/03/13 09:22:32,-,5,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000625
2026/03/13 09:22:32,535,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000625
2026/03/14 08:07:39,-,2,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000626
2026/03/14 08:07:39,595,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000626
2026/03/14 16:22:41,-,"3,480",-,-,-,日本,返金,Amazon.co.jp,PayPay残高,-,本人,05012200000790
2026/03/14 22:58:34,-,6,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000627
2026/03/14 22:58:34,676,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000627
2026/03/15 15:36:33,"6,627",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000608
2026/03/15 16:26:07,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000610
2026/03/15 19:44:10,-,3,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000628
2026/03/15 19:44:10,344,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000628
2026/03/16 13:31:18,-,6,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000629
2026/03/16 13:31:18,463,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000629
2026/03/18 19:19:29,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000604
2026/03/19 08:18:33,-,1,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000630
2026/03/19 08:18:33,352,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000630
2026/03/21 07:05:31,"7,518",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000607
2026/03/22 18:38:38,-,5,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000631
2026/03/22 18:38:38,"1,046",-,-,-,-,日本,支払い,Yahoo!ショッピング,クレジット Mastercard 0000,ー回払い,本人,05012200000631
2026/03/27 12:15:44,-,3,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000633
2026/03/27 12:15:44,320,-,-,-,-,日本,支払い,ダイソー - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000633
2026/03/27 22:11:43,-,11,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000632
2026/03/27 22:11:43,"2,394",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000632
2026/03/29 16:48:55,-,13,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000634
2026/03/29 16:48:55,"2,793",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000634
2026/03/30 15:23:14,-,5,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000636
2026/03/30 15:23:14,505,-,-,-,-,日本,支払い,マクドナルド 西口店,PayPay残高,-,本人,05012200000636
2026/03/30 17:44:06,-,5,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000635
2026/03/30 17:44:06,541,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPayあと払い,-,本人,05012200000635
2026/04/01 08:45:09,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000643
2026/04/01 08:45:09,"1,040",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000643
2026/04/01 15:54:04,-,19,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000646
2026/04/01 15:54:04,"1,323",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000646
2026/04/01 17:49:41,-,6,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000644
2026/04/01 17:49:41,434,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000644
2026/04/01 17:58:52,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000645
2026/04/01 17:58:52,463,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000645
2026/04/01 19:50:26,-,29,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000647
2026/04/01 19:50:26,"1,945",-,-,-,-,日本,支払い,交通系ICチャージ,クレジット Mastercard 0000,ー回払い,本人,05012200000647
2026/04/05 12:42:00,-,54,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000648
2026/04/05 12:42:00,"3,622",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000648
2026/04/05 21:51:47,-,2,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000649
2026/04/05 21:51:47,435,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000649
2026/04/07 10:08:02,-,4,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000653
2026/04/07 10:08:02,483,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000653
2026/04/07 13:02:57,-,14,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000650
2026/04/07 13:02:57,951,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000650
2026/04/07 17:27:02,-,30,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000652
2026/04/07 17:27:02,"2,031",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000652
2026/04/07 17:36:45,-,15,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000654
2026/04/07 17:36:45,"1,065",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPayあと払い,-,本人,05012200000654
2026/04/07 20:28:20,-,8,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000651
2026/04/07 20:28:20,864,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000651
2026/04/08 07:29:02,-,23,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000656
2026/04/08 07:29:02,"1,586",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000656
2026/04/08 09:19:59,-,22,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000657
2026/04/08 09:19:59,"1,495",-,-,-,-,日本,支払い,マクドナルド 西口店,PayPay残高,-,本人,05012200000657
2026/04/08 10:39:25,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000655
2026/04/08 10:39:25,870,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000655
2026/04/08 15:47:51,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000638
2026/04/10 18:56:05,-,8,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000659
2026/04/10 18:56:05,578,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000659
2026/04/10 22:08:32,-,15,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000658
2026/04/10 22:08:32,"1,034",-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000658
2026/04/12 18:01:58,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000639
2026/04/12 21:32:30,-,12,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000660
2026/04/12 21:32:30,"2,594",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000660
2026/04/13 22:53:20,-,17,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000661
2026/04/13 22:53:20,"1,140",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000661
2026/04/15 12:41:09,"6,779",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000641
2026/04/15 19:24:41,-,10,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000662
2026/04/15 19:24:41,"2,078",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000662
2026/04/18 18:17:01,-,7,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000663
2026/04/18 18:17:01,533,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000663
2026/04/18 22:51:40,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000637
2026/04/20 19:35:35,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000664
2026/04/20 19:35:35,393,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000664
2026/04/21 09:08:11,-,35,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000665
2026/04/21 09:08:11,"2,373",-,-,-,-,日本,支払い,交通系ICチャージ,クレジット Mastercard 0000,ー回払い,本人,05012200000665
2026/04/21 12:48:07,"7,469",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000640
2026/04/22 11:43:42,-,58,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000667
2026/04/22 11:43:42,"3,895",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPay残高,-,本人,05012200000667
2026/04/22 18:15:43,-,22,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000666
2026/04/22 18:15:43,"2,242",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000666
2026/04/23 07:16:20,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000642
2026/04/23 10:32:04,-,6,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000668
2026/04/23 10:32:04,430,-,-,-,-,日本,支払い,ダイソー - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000668
2026/04/25 12:55:57,-,5,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000669
2026/04/25 12:55:57,"1,140",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000669
2026/04/27 18:38:15,-,49,-,-,-,日本,ポイント、残高の獲得,ニトリ - 北町店,PayPayポイント,-,本人,05012200000670
2026/04/27 18:38:15,"3,318",-,-,-,-,日本,支払い,ニトリ - 北町店,クレジット Mastercard 0000,ー回払い,本人,05012200000670
2026/04/28 09:15:41,-,6,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000671
2026/04/28 09:15:41,465,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000671
2026/04/28 16:58:50,-,4,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000674
2026/04/28 16:58:50,962,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000674
2026/04/28 21:10:07,-,3,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000672
2026/04/28 21:10:07,622,-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000672
2026/04/28 22:10:37,-,30,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000673
2026/04/28 22:10:37,"6,180",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPay残高,-,本人,05012200000673
2026/04/29 11:31:51,-,18,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000676
2026/04/29 11:31:51,"1,222",-,-,-,-,日本,支払い,すき家 - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000676
2026/04/29 17:00:14,-,6,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000675
2026/04/29 17:00:14,"1,369",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000675
2026/05/02 08:09:34,-,3,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000685
2026/05/02 08:09:34,786,-,-,-,-,日本,支払い,ダイソー - 中央店,PayPay残高,-,本人,05012200000685
2026/05/04 08:06:50,-,52,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000686
2026/05/04 08:06:50,"3,478",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000686
2026/05/05 09:05:05,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000684
2026/05/05 13:21:20,-,8,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000687
2026/05/05 13:21:20,"1,626",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000687
2026/05/06 19:13:39,-,19,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000689
2026/05/06 19:13:39,"3,990",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000689
2026/05/06 20:38:27,-,9,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000688
2026/05/06 20:38:27,906,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000688
2026/05/06 21:08:52,-,20,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000690
2026/05/06 21:08:52,"1,357",-,-,-,-,日本,支払い,丸亀製麺 本町,クレジット Mastercard 0000,ー回払い,本人,05012200000690
2026/05/07 11:01:36,-,19,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000693
2026/05/07 11:01:36,"1,303",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,PayPay残高,-,本人,05012200000693
2026/05/07 17:01:46,-,10,-,-,-,日本,ポイント、残高の獲得,餃子の王将 - 駅前店,PayPayポイント,-,本人,05012200000692
2026/05/07 17:01:46,"2,065",-,-,-,-,日本,支払い,餃子の王将 - 駅前店,PayPay残高,-,本人,05012200000692
2026/05/07 22:26:18,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000691
2026/05/07 22:26:18,570,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000691
2026/05/08 07:29:17,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000678
2026/05/08 07:29:32,-,35,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000695
2026/05/08 07:29:32,"3,585",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000695
2026/05/08 15:50:51,-,17,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000694
2026/05/08 15:50:51,"1,781",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000694
2026/05/09 16:32:17,"6,472",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000682
2026/05/11 08:42:28,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000696
2026/05/11 08:42:28,509,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000696
2026/05/11 08:45:51,-,12,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000698
2026/05/11 08:45:51,802,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPayあと払い,-,本人,05012200000698
2026/05/11 11:20:33,-,3,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000699
2026/05/11 11:20:33,789,-,-,-,-,日本,支払い,タイムズ 中央第2,クレジット Mastercard 0000,ー回払い,本人,05012200000699
2026/05/11 13:35:04,-,20,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000697
2026/05/11 13:35:04,"1,338",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000697
2026/05/12 16:06:38,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000679
2026/05/12 17:53:26,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000700
2026/05/12 17:53:26,"1,171",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000700
2026/05/13 20:19:58,-,19,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000702
2026/05/13 20:19:58,"1,988",-,-,-,-,日本,支払い,交通系ICチャージ,PayPayあと払い,-,本人,05012200000702
2026/05/13 22:41:44,-,11,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000701
2026/05/13 22:41:44,"1,100",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000701
2026/05/15 10:41:45,"5,242",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000681
2026/05/15 14:29:45,-,45,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000704
2026/05/15 14:29:45,"3,048",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPayあと払い,-,本人,05012200000704
2026/05/15 16:06:51,-,13,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000703
2026/05/15 16:06:51,887,-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000703
2026/05/16 19:30:19,-,7,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000705
2026/05/16 19:30:19,782,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000705
2026/05/18 11:13:46,-,6,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000707
2026/05/18 11:13:46,"1,303",-,-,-,-,日本,支払い,交通系ICチャージ,クレジット Mastercard 0000,ー回払い,本人,05012200000707
2026/05/18 13:22:28,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000677
2026/05/18 15:29:30,-,18,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000706
2026/05/18 15:29:30,"3,608",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000706
2026/05/20 16:35:07,-,4,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000708
2026/05/20 16:35:07,984,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000708
2026/05/21 10:34:47,-,11,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000709
2026/05/21 10:34:47,"1,117",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000709
2026/05/21 14:46:02,"6,506",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000680
2026/05/21 19:43:08,-,6,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000710
